Transaction,Asset Url,Asset Name,Price,From Name,From Url,To Name,To Url
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2700,Wassie 2700,"$3,881.45",MW23-2,https://opensea.io/MW23-2,mikethreezy,https://opensea.io/mikethreezy
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8240,Wassie 8240,"$3,275.49",metaeth,https://opensea.io/metaeth,Caapi2,https://opensea.io/Caapi2
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10510,Wassie 10510,"$2,907.00",Deftsuo,https://opensea.io/Deftsuo,D44232,https://opensea.io/0xd44232cb8c72101dbba3832b71123ee9ea0f9eba
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8636,Outcast 8636,"$32,754.88",twindad,https://opensea.io/twindad,03F5C2,https://opensea.io/0x03f5c2ade418adb2f8b33b4812139c8b8e506089
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8180,Wassie 8180,"$3,889.64",soymilkshake,https://opensea.io/soymilkshake,A-F-G,https://opensea.io/A-F-G
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9683,Wassie 9683,"$3,684.92",8417d,https://opensea.io/8417d,06175B,https://opensea.io/0x06175b039fa78c1e82d9bda349726eaa918db45c
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2848,Wassie 2848,"$4,913.23",WUTDISDO,https://opensea.io/WUTDISDO,Researcher3d,https://opensea.io/Researcher3d
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9426,Wassie 9426,"$3,992.00",McVisual,https://opensea.io/McVisual,ZeldaBlack,https://opensea.io/ZeldaBlack
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9640,Wassie 9640,"$3,643.98",0E03B8,https://opensea.io/0x0e03b86c9527bf3d85e4e926c7fa740d70ab5f98,998B8C,https://opensea.io/0x998b8c893ddf59bb0682281fb5cdb3754ab96616
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11611,Wassie 11611,"$3,684.92",Ieet,https://opensea.io/Ieet,hongweibing,https://opensea.io/hongweibing
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10286,Wassie 10286,"$3,848.70",Researcher3d,https://opensea.io/Researcher3d,Ieet,https://opensea.io/Ieet
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8975,Wassie 8975,"$4,012.47",ApeFirst,https://opensea.io/ApeFirst,hongweibing,https://opensea.io/hongweibing
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3515,Wassie 3515,"$3,678.63",D44232,https://opensea.io/0xd44232cb8c72101dbba3832b71123ee9ea0f9eba,D33C95,https://opensea.io/0xd33c950e4608c2fd081bcb851b2847430f101042
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/4129,Wassie 4129,"$3,603.04",zstr,https://opensea.io/zstr,CC787F,https://opensea.io/0xcc787f9c1afc4166eeee9172caaa9ad724a74914
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12152,Outcast 12152,"$7,369.85",nekomata,https://opensea.io/nekomata,D46945,https://opensea.io/0xd469456167f4d33a2aa64b6978cbaae1cfe60db7
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9693,Wassie 9693,"$3,889.64",8417d,https://opensea.io/8417d,Gabe13,https://opensea.io/Gabe13
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/9681,Wassie 9681,"$5,732.10",8417d,https://opensea.io/8417d,3F27AA,https://opensea.io/0x3f27aaa1f1918f6f8bfeb55ff5a3148ba2e24143
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3517,Wassie 3517,"$4,094.36",YameteOnii-chan,https://opensea.io/YameteOnii-chan,A-F-G,https://opensea.io/A-F-G
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8346,Wassie 8346,"$4,053.42",Wassie_Gallery,https://opensea.io/Wassie_Gallery,A-F-G,https://opensea.io/A-F-G
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/10434,Wassie 10434,"$4,053.42",LODL,https://opensea.io/LODL,A-F-G,https://opensea.io/A-F-G
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2866,Wassie 2866,"$4,090.27",71B93B,https://opensea.io/0x71b93b7dc46fe0f3b5188fe6f55c8cd61ea8f38f,A-F-G,https://opensea.io/A-F-G
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12076,Wassie 12076,"$4,094.36",pplord,https://opensea.io/pplord,A-F-G,https://opensea.io/A-F-G
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/1599,Wassie 1599,"$6,141.54",Enigen,https://opensea.io/Enigen,A-F-G,https://opensea.io/A-F-G
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/2658,Wassie 2658,"$4,462.85",v1nc3l,https://opensea.io/v1nc3l,Ieet,https://opensea.io/Ieet
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8304,Wassie 8304,"$2,661.33",-Yellow-Wassie-,https://opensea.io/-Yellow-Wassie-,D44232,https://opensea.io/0xd44232cb8c72101dbba3832b71123ee9ea0f9eba
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12145,Wassie 12145,"$4,053.42",nekomata,https://opensea.io/nekomata,Rwar,https://opensea.io/Rwar
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/12149,Wassie 12149,"$4,053.42",nekomata,https://opensea.io/nekomata,SeasTheDay777,https://opensea.io/SeasTheDay777
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/11684,Wassie 11684,"$6,550.98",sexas,https://opensea.io/sexas,Wassie_Gallery,https://opensea.io/Wassie_Gallery
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/207,Wassie 207,"$4,913.23",Janita,https://opensea.io/Janita,96CE91,https://opensea.io/0x96ce91043bbfa9b0987c26a65c66198f800dbb36
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3514,Wassie 3514,"$2,669.52",YameteOnii-chan,https://opensea.io/YameteOnii-chan,401B03,https://opensea.io/0x401b034de01a7804d1038ba0f7d07ac99c0ef4d2
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3515,Wassie 3515,"$2,661.33",YameteOnii-chan,https://opensea.io/YameteOnii-chan,D44232,https://opensea.io/0xd44232cb8c72101dbba3832b71123ee9ea0f9eba
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/8586,Outcast 8586,"$8,147.78",resHot,https://opensea.io/resHot,18CA14,https://opensea.io/0x18ca14cdfa4bf887eeb2dd5fc98a947ea43b8d29
Sale,https://opensea.io/assets/0x1d20a51f088492a0f1c57f047a9e30c9ab5c07ea/3762,Wassie 3762,"$6,141.54",StreakDat,https://opensea.io/StreakDat,79A7FA,https://opensea.io/0x79a7faf4c004d9236ae2f4d3445294ec490b7544
